video,file,legible,fps,mst,r,t,s,b,dg,pr1,n,bw,bp,p,m,d,bps_em,bps_pr,bps_lp,bps_wp,slv_b,slv_pb,slv_pm,slv_ps,lim,spl,v1,vrm,gov,thk,tic,vd1,thp,spr,seg,note
4PLAYER-DEBUG2,02.png,True,6.3,158,111,14,0,4.0,5/2,11.9,4,19.8,49.3,26.2,1.9,86,10.6,16.9,15.7,44.9,1,13,1.0,1.8,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 18 29 20 27 k13 =94 tc1 bal0 h2.6 po,,,GOV d- w0 p0 e-116 sb0 L0 i16 ws480,THK n262 mo7 ph4 sm0 mv2 pt1 w1 dc0,TIC th10 s1 x4.8 v9.5 sp87% sc0 ca4a,VD1 fb6/2 MP1 w2 27ms g17 Q9 E28/93,THp n4/7 d2 x0 m0 s0 l0 b0 r?? g0,SPR fl0.2 n16/3 th4/0 td0/0/0 fb3 o1,SEG c256 f0 k0 lk0,a white sprite covers part of rows 17-20: VRM tx value and the BP row are unreadable; THp r 2nd digit unreadable
4PLAYER-DEBUG2,03.png,True,5.5,181,126,20,0,4.0,8/2,15.2,4,19.9,49.7,20.7,1.5,95,11.4,18.4,16.4,49.6,1,19,3.0,2.7,LIM vp26.0 ds32 ss7 zf624k lg159k,SPL ?? ?? ?? 27 k13 =100 tc1 bal0 h3.9 p,,,GOV d- w0 p0 e-117 sb0 L0 i16 ws480,THK n267 mo8 ph5 sm1 mv3 pt1 w1 dc0,TIC th14 s1 x5.0 v10.8 sp80% sc0 ca4a,VD1 fb6/2 MP1 w2 22ms g5 Q9 E28/93,THp n4/7 d2 x0 m0 s0 l0 b0 r25 g1,SPR fl0.2 n16/3 th4/0 td0/0/0 fb3 o1,SEG c256 f0 k0 lk0,a large white sprite covers the left half of rows 14-20: the first three SPL view times and the VRM/BP/FLT rows are unreadable. GRD row: op0 tc0 rl0 zw450 np0 Lo0/0 pf0
4PLAYER-DEBUG2,04.png,True,5.0,200,140,18,0,4.0,17/2,17.5,4,22.2,51.4,25.5,2.3,102,11.4,19.8,16.7,52.1,2,18,6.3,4.7,LIM vp24.0 ds35 ss7 zf624k lg159k,SPL 38 29 13 ?? k18 =108 tc1 bal0 h2.5 p,,,GOV d- w0 p0 e-102 sb0 L0 i16 ws480,THK n275 mo6 ph1 sm2 mv1 pt1 w1 dc0,TIC th8 s0 x5.0 v12.0 sp72% sc0 ca4a,VD1 fb6/2 MP1 w2 3ms g0 Q9 E28/93,THp n4/7 d2 x0 m0 s0 l5 b0 r18 g0,SPR fl0.2 n16/3 th5/0 td0/5/0 fb4 o1,SEG c256 f0 k0 lk0,white sprite covers the middle of rows 15-20: the 4th SPL view time and most of the VRM row unreadable (VRM starts 'tx18/26')
4PLAYER-DEBUG2,05.png,True,5.5,153,105,13,0,4.3,5/2,11.9,4,16.8,38.3,17.4,1.1,75,9.8,15.1,12.1,38.4,2,18,3.8,3.3,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 20 29 4 28 k11 =81 tc1 bal0 h2.5 po5,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-120 sb0 L0 i16 ws480,THK n257 mo7 ph2 sm2 mv2 pt1 w1 dc0,TIC th10 s1 x5.0 v9.2 sp94% sc1 ca4a,VD1 fb6/2 MP1 w2 29ms g14 Q9 E28/93,THp n4/7 d2 x0 m0 s0 l0 b0 r43 g0,SPR fl0.1 n16/2 th5/0 td0/0/0 fb2 o1,SEG c256 f0 k0 lk0,Row 20: BP g0 n0 x0 a0 e0 k0 q0 c0
4PLAYER-DEBUG2,06.png,True,5.8,158,110,17,0,4.3,7/2,15.6,4,16.1,38.4,18.5,2.8,74,9.3,14.2,11.8,37.7,2,19,3.8,3.2,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 22 27 8 28 k14 =85 tc1 bal0 h3.7 po7,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-189 sb0 L0 i16 ws480,THK n270 mo6 ph3 sm1 mv2 pt1 w1 dc0,TIC th9 s0 x5.0 v9.5 sp90% sc0 ca4a,VD1 fb6/2 MP1 w2 11ms g4 Q9 E28/93,THp n4/7 d3 x0 m0 s0 l19 b0 r43 g0,SPR fl0.3 n16/3 th5/3 td0/19/0 fb2 o1,SEG c256 f0 k0 lk0,Row 20: BP g0 n0 x0 a0 e0 k0 q0 c0
4PLAYER-DEBUG2,07.png,True,6.4,156,114,7,0,4.3,5/2,11.3,4,16.3,44.5,14.5,1.3,74,9.8,15.2,22.5,49.3,2,23,3.7,3.4,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 19 28 15 26 k11 =88 tc1 bal0 h2.4 po,,,GOV d- w0 p0 e-240 sb0 L0 i16 ws480,THK n242 mo2 ph0 sm0 mv0 pt0 w1 dc0,TIC th5 s0 x4.8 v9.4 sp88% sc0 ca4a,VD1 fb6/2 MP1 w3 22ms g7 Q9 E28/93,THp n4/7 d3 x0 m0 s0 l0 b0 r?? g0,SPR fl0.1 n16/2 th6/0 td0/0/0 fb0 o1,SEG c256 f0 k0 lk0,THp r 2nd digit unreadable; VRM row after 'tx18/26' washed out by a bright sprite. Row 20: BP g0 n0 x0 a0 e0 k0 q0 c0
4PLAYER-DEBUG2,08.png,True,6.4,156,124,8,0,4.2,5/2,10.8,4,21.3,63.9,15.3,1.5,103,9.4,15.5,29.6,64.1,1,25,2.1,1.6,LIM vp20.0 ds30 ss7 zf624k lg151k,SPL 33 27 22 27 k11 =109 tc1 bal0 h2.5 p,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-269 sb0 L0 i16 ws480,THK n255 mo2 ph0 sm0 mv0 pt0 w1 dc0,TIC th5 s0 x5.0 v9.4 sp92% sc0 ca4a,VD1 fb6/2 MP1 w3 18ms g5 Q9 E28/93,THp n4/7 d3 x0 m0 s0 l0 b0 r51 g0,SPR fl0.1 n18/2 th5/0 td0/0/0 fb0 o1,SEG c256 f0 k0 lk0,Row 20: BP g4 n80 x80 a0 e0 k0 q0 c11
4PLAYER-DEBUG2,09.png,True,6.9,144,91,12,0,4.2,6/2,9.6,4,14.0,36.1,13.0,1.2,69,8.6,14.4,10.4,35.4,2,27,3.9,3.6,LIM vp20.0 ds30 ss7 zf624k lg151k,SPL 13 29 4 27 k10 =73 tc1 bal0 h3.3 po6,,VRM tx18/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-338 sb0 L0 i16 ws480,THK n238 mo7 ph4 sm0 mv2 pt0 w1 dc0,TIC th8 s0 x4.8 v8.8 sp94% sc0 ca4a,VD1 fb6/2 MP1 w4 34ms g21 Q9 E28/93,THp n4/7 d3 x0 m0 s0 l0 b0 r38 g0,SPR fl0.1 n16/2 th6/0 td0/0/0 fb2 o1,SEG c256 f0 k0 lk0,Row 20: BP g0 n0 x0 a0 e0 k0 q0 c0
4PLAYER-DEBUG2,10.png,True,4.9,,115,14,0,4.5,24/2,11.8,4,15.3,41.8,13.2,1.8,81,10.0,16.4,13.7,42.3,2,28,4.3,3.7,LIM vp20.0 ds30 ss7 zf624k lg159k,SPL 19 27 7 28 k11 =81 tc1 bal0 h2.6 py1,,VRM tx18/26 bk1 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-443 sb0 L0 i16 ws480,THK n245 mo7 ph5 sm0 mv2 pt1 w1 dc0,TIC th9 s0 x5.0 v12.2 sp70% sc1 ca4a,VD1 fb6/2 MP1 w7 12ms g0 Q9 E28/93,THp n4/7 d3 x0 m0 s0 l0 b0 r27 g0,SPR fl0.3 n17/3 th3/0 td0/0/0 fb0 o1,SEG c256 f0 k0 lk0,row 0 sits on a red HUD band: the 'a' value and the MST digits are not reliably readable -> both omitted (fps 4.9 is clear). Row 20: BP g0 n0 x0 a0 e0 k0 q0 c0
4PLAYER-DEBUG2,11.png,True,6.2,161,100,9,0,5.0,23/2,11.2,4,10.3,25.5,11.7,2.8,45,10.5,13.4,11.1,34.3,2,34,3.1,3.9,LIM vp21.0 ds30 ss6 zf624k lg159k,SPL 18 22 7 24 k12 =71 tc1 bal0 h2.8 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-548 sb0 L0 i16 ws480,THK n238 mo4 ph2 sm0 mv1 pt0 w1 dc0,TIC th5 s0 x4.8 v9.7 sp85% sc0 ca4a,VD1 fb6/2 MP1 w7 4ms g0 Q13 E22/74,THp n4/7 d3 x0 m0 s0 l0 b0 r28 g0,SPR fl0.4 n15/2 th5/0 td0/0/0 fb0 o0,SEG c213 f0 k0 lk0,Row 20: BP g0 n0 x0 a0 e0 k0 q0 c0
4PLAYER-DEBUG2,12.png,True,7.9,126,65,10,0,5.6,23/2,8.1,4,5.5,17.8,6.8,0.7,26,5.7,6.2,11.2,21.7,1,31,2.0,2.1,LIM vp8.0 ds17 ss4 zf624k lg159k,SPL 17 14 7 8 k7 =46 tc1 bal0 h2.7 py17,,VRM tx19/26 bk1 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-226 sb0 L0 i16 ws480,THK n208 mo6 ph4 sm0 mv2 pt0 w1 dc0,TIC th7 s0 x4.2 v7.7 sp95% sc0 ca4a,VD1 fb6/2 MP1 w7 5ms g1 Q0 E0/0,THp n4/7 d3 x0 m0 s0 l0 b0 r16 g0,SPR fl0.0 n3/0 th3/0 td0/0/0 fb1 o1,SEG c160 f0 k0 lk0,REC row reads 95:28.0 here (not 30.0). Row 20: BP g0 n0 x0 a0 e0 k0 q0 c0
4PLAYER-DEBUG2,13.png,True,8.3,120,64,8,0,6.0,23/2,6.5,4,5.3,,9.2,0.8,25,5.6,6.8,8.7,20.2,1,20,1.7,1.9,LIM vp8.0 ds17 ss4 zf624k lg159k,SPL 17 10 7 9 k7 =43 tc1 bal0 h2.6 py17,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-614 sb0 L0 i16 ws480,THK n196 mo3 ph2 sm0 mv1 pt0 w1 dc0,TIC th5 s0 x4.0 v7.1 sp97% sc0 ca4a,VD1 fb6/2 MP1 w7 11ms g1 Q6 E6/99,THp n4/7 d3 x0 m0 s0 l0 b0 r18 g0,SPR fl0.0 n3/0 th4/0 td0/0/0 fb0 o0,SEG c160 f0 k0 lk0,row-2 Bp glyphs are ambiguous between 14.9 and 41.9 -> field omitted rather than guessed (SPL =43 and wp20.2 only fit the smaller value). REC row reads 95:28.0. VD1 tail 'Q6 E6/99' is low-confidence. Row 20: BP g4 n80 x500 a0 e0 k0 q4 c12
4PLAYER-DEBUG2,14.png,True,4.6,217,118,45,0,4.4,24/2,10.0,4,20.3,50.2,19.5,1.8,109,10.0,18.2,14.8,47.9,2,25,3.3,3.4,LIM vp25.0 ds39 ss7 zf624k lg151k,SPL 17 40 6 36 k11 =99 tc1 bal0 h2.8 py1,,VRM tx19/26 bk1 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-266 sb0 L0 i16 ws480,THK n245 mo5 ph3 sm0 mv2 pt1 w1 dc0,TIC th42 s0 x5.0 v13.0 sp66% sc3 ca4a,VD1 fb6/2 MP1 w7 11ms g0 Q10 E14/71,THp n4/7 d3 x0 m0 s0 l0 b0 r30 g0,SPR fl0.4 n21/2 th4/0 td0/0/0 fb2 o1,SEG c893 f0 k0 lk0,"row-0 ld reads 198/41 (all other frames 197/41); row-0 'a7.0' sits on a red band, medium confidence. Row 20: BP g0 n10 x67 a0 e0 k0 q0 c0"
4PLAYER-DEBUG3,00.png,True,5.4,185,126,10,0,6.9,24/2,11.1,4,14.3,40.0,16.8,6,73,9.9,18.9,14.4,48.2,3,31,5.0,5.3,LIM vp29.0 ds48 ss7 zf624k lg151k,SPL 18 36 7 35 k11 =96 tc1 bal0 h2.8 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-266 b0 L0 i16 ws480,THK n240 mo4 ph2 sm0 mv1 pt0 w1 dc0,TIC th8 s0 x5.0 v11.0 sp78% sc2 ca4a,VD1 fb6/2 MP1 w7 3ms g0 Q14 E17/56,THp n4/7 d3 x0 m0 s0 l0 b0 r29 g0,SPR fl0.2 n17/2 th3/0 td0/0/0 fb1 o1,SEG c342 f1 k0 lk0,"row0 a5.6 to0:0000 cd0 ld198/41; row1 rs0.1; row3 REC 50:24.0 95:32.0 mx81.3 d0; row5 w0.4 mw0 0; row6 MX m1 1519,-2449 a12 t12s; row7 M3 lowr ms1 pm1 SQ:fxxf cs1 lr1/o5; row10 FMp 136/168/312 sk21 mx8217 hp1256/4096!; row12 CD buried under HUD; row13 LOS c+ En1/0 Wg2 F0 N0/0/0 F12 Los/0; row16 GCS w0.0/1 m0.0/0 P151/0.0; row19 FLT A+ v0 s0/0 @0.0 r6 ld6 f0 F0/0/0; row20 BP g0 n0 x0 a0 e0 k0 q0 c0; row22 GRD op0 tc0 r10 zw0 np0 Lo0/0 pf0"
4PLAYER-DEBUG3,01.png,True,7.4,135,76,7,0,7.2,23/2,8.8,4,15.0,29.1,14.0,1.5,59,8.7,9.7,9.6,27.7,3,27,3.6,3.7,LIM vp17.0 ds30 ss4 zf624k lg159k,SPL 18 19 7 21 k10 =65 tc1 bal0 h2.8 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-611 b0 L0 i16 ws480,THK n216 mo3 ph1 sm0 mv1 pt0 w1 dc0,TIC th5 s0 x4.5 v8.2 sp95% sc0 ca4a,VD1 fb6/2 MP1 w7 2ms g0 Q6 E17/84,THp n4/7 d3 x0 m0 s0 l0 b0 r65 g0,SPR fl0.0 n24/2 th4/0 td0/0/0 fb0 o0,SEG c182 f0 k0 lk0,row0 a6.5 to0:0000 cd0 ld198/41; row3 REC 50:22.0 95:32.0 mx81.3 d0; row5 w0.2 mw0 0; row13 LOS c+ En1/0 Wg2 F0 N0/0/1 F12 Los/0; row16 GCS w0.0/0 m0.0/0 P151/0.0; row20 BP g0 n1 x62 a0 e0 k0 q0 c0; row12 CD buried
4PLAYER-DEBUG3,02.png,True,6.0,166,106,10,0,7.4,24/2,11.1,4,8.7,21.5,11.1,1.6,41,9.5,10.3,11.2,29.5,1,24,2.2,2.6,LIM vp19.0 ds34 ss4 zf624k lg151k,SPL 18 24 8 19 k11 =69 tc1 bal0 h2.6 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-682 b0 L0 i16 ws480,THK n240 mo4 ph2 sm0 mv1 pt0 w1 dc0,TIC th7 s0 x5.0 v9.8 sp87% sc0 ca4a,VD1 fb6/2 MP1 w7 6ms g0 Q11 E15/61,THp n4/7 d3 x0 m0 s0 l0 b0 r40 g0,SPR fl0.0 n9/1 th5/0 td0/0/0 fb2 o0,SEG c245 f1 k0 lk0,row0 a6.0 to0:0000 cd0 ld198/41; row3 REC 50:22.0 95:32.0 mx81.3 d0; row5 w0.4 mw0 0; row13 LOS c+ En1/0 Wg2 F0 N0/0/4 F12 Los/0; row16 GCS w0.0/1 m0.0/0 P151/0.0; row20 BP g0 n0 x0 a0 e0 k0 q0 c0; row12 CD buried
4PLAYER-DEBUG3,03.png,True,7.2,138,76,11,0,7.7,23/2,7.8,4,6.5,22.3,6.8,0.8,33,6.8,8.1,18.1,32.4,0,34,0.8,0.9,LIM vp14.0 ds24 ss4 zf624k lg151k,SPL 17 17 7 15 k7 =56 tc1 bal0 h2.6 py17,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-250 b0 L0 i16 ws480,THK n216 mo6 ph4 sm0 mv2 pt0 w1 dc0,TIC th8 s0 x4.5 v8.2 sp95% sc1 ca4a,VD1 fb6/2 MP1 w7 4ms g0 Q0 E0/0,THp n4/7 d3 x0 m0 s0 l0 b0 r16 g0,SPR fl0.0 n3/0 th1/0 td0/0/0 fb0 o0,SEG c80 f53 k5 lk0,"row0 a6.8 to0:0000 cd0 ld198/41; row3 REC 50:18.0 95:32.0 mx81.3 d0; row5 w0.0 mw0 0; row13 LOS c+ En1/0 Wg2 F0 N0/0/2 F12 Los/0; row16 GCS w2.6/58 m0.0/0 P151/0.0; row20 BP g1 n23 x58 a0 e0 k0 q0 c2; outlier frame: SEG f53 k5, GCS w2.6/58, SPL py17, VD1 Q0 E0/0; row12 CD buried"
4PLAYER-DEBUG3,04.png,True,6.3,158,94,11,0,8.0,22/2,10.2,4,13.7,34.2,16.5,2.5,69,10.4,13.4,13.2,33.3,2,19,3.4,3.2,LIM vp25.0 ds33 ss5 zf624k lg151k,SPL 17 24 7 27 k11 =75 tc1 bal0 h2.6 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-767 b0 L0 i16 ws480,THK n233 mo6 ph4 sm0 mv2 pt1 w1 dc0,TIC th9 s0 x4.8 v9.5 sp87% sc0 ca4a,VD1 fb6/2 MP1 w8 13ms g7 Q7 E25/80,THp n4/7 d3 x0 m0 s0 l0 b0 r30 g0,SPR fl0.1 n22/3 th2/0 td0/0/0 fb0 o0,SEG c254 f2 k0 lk0,row0 a6.9 to0:0000 cd0 ld198/41; row3 REC 50:18.0 95:32.0 mx81.3 d0; row5 w0.1 mw0 0; row13 LOS c+ En1/0 Wg2 F0 N0/0/3 F12 Los/0; row16 GCS w0.1/2 m0.3/8 P151/0.0; row20 BP g1 n17 x491 a0 e0 k0 q0 c2; row12 CD buried
4PLAYER-DEBUG3,05.png,True,5.9,169,109,8,0,8.3,22/2,10.9,4,13.0,33.1,17.7,2.4,68,9.5,12.8,12.5,35.4,2,18,3.1,3.2,LIM vp25.0 ds36 ss6 zf624k lg151k,SPL 17 37 7 15 k11 =76 tc1 bal0 h2.8 py1,,VRM tx19/26 bk0 q0 cb0/0 lb20:0/0/0.0,GOV d- w0 p0 e-861 b0 L0 i16 ws480,THK n240 mo4 ph1 sm0 mv1 pt1 w1 dc0,TIC th5 s0 x5.0 v10.1 sp86% sc0 ca4a,VD1 fb6/2 MP1 w8 15ms g0 Q8 E13/91,THp n4/7 d3 x0 m0 s0 l0 b0 r30 g0,SPR fl0.0 n3/1 th2/0 td0/0/0 fb0 o0,SEG c151 f14 k0 lk0,row0 a6.2 to0:0000 cd0 ld198/41; row3 REC 50:18.0 95:32.0 mx81.3 d0; row5 w0.3 mw0 0; row13 LOS c+ En1/0 Wg2 F0 N0/0/2 F12 Los/0; row16 GCS w0.7/14 m0.0/0 P151/0.0; row20 BP g0 n0 x0 a0 e0 k0 q0 c0; row12 CD buried
